,x,y,z,dataset_name,dataset_color
16383,2.6636431,2.0086331,1.7271835,cora,0.5384615384615384
16384,2.8686392,3.0720968,2.1271298,cora,0.5384615384615384
16385,2.8078883,1.5722431,1.993261,cora,0.5384615384615384
16386,3.6241336,3.23153,1.784534,cora,0.5384615384615384
16387,2.6340427,0.6182327,1.8171046,cora,0.5384615384615384
16388,3.5319753,3.103978,1.7584982,cora,0.5384615384615384
16389,3.040366,1.3724847,2.1906948,cora,0.5384615384615384
16390,2.5527072,2.1092107,1.8452904,cora,0.5384615384615384
16391,2.3818305,0.70897484,2.1470094,cora,0.5384615384615384
16392,2.5033674,2.0238814,1.7345417,cora,0.5384615384615384
16393,2.2335594,0.80041456,2.3482392,cora,0.5384615384615384
16394,2.7733371,1.7199312,2.0514543,cora,0.5384615384615384
16395,3.139633,1.8975576,1.5990874,cora,0.5384615384615384
16396,2.4383764,0.7428951,2.212241,cora,0.5384615384615384
16397,2.7537193,1.6770874,2.2073655,cora,0.5384615384615384
16398,2.5344944,1.99366,1.8618329,cora,0.5384615384615384
16399,1.9840827,0.59380245,1.8259871,cora,0.5384615384615384
16400,2.576806,0.75095195,2.2899058,cora,0.5384615384615384
16401,3.0809584,0.90466684,1.8871837,cora,0.5384615384615384
16402,2.7392123,2.2372925,1.6735376,cora,0.5384615384615384
16403,2.1764119,0.7345828,2.1171126,cora,0.5384615384615384
16404,2.920368,0.6360493,1.3216892,cora,0.5384615384615384
16405,2.6682806,1.6777635,1.9951075,cora,0.5384615384615384
16406,2.8112047,1.7786174,2.025005,cora,0.5384615384615384
16407,3.9302359,3.095023,1.7865244,cora,0.5384615384615384
16408,2.9416325,0.94097245,2.3553293,cora,0.5384615384615384
16409,2.76499,0.67156565,1.5602038,cora,0.5384615384615384
16410,3.8559093,3.0550444,1.6538802,cora,0.5384615384615384
16411,2.974839,1.0269902,2.4065683,cora,0.5384615384615384
16412,2.79607,0.57930744,1.4045657,cora,0.5384615384615384
16413,3.039453,0.99518985,2.2563972,cora,0.5384615384615384
16414,3.0494359,1.3676051,2.1499767,cora,0.5384615384615384
16415,2.6665173,2.7865987,1.5066795,cora,0.5384615384615384
16416,2.5215373,0.61628085,2.2342503,cora,0.5384615384615384
16417,2.7773492,0.7164551,1.8152202,cora,0.5384615384615384
16418,2.783113,1.9820125,1.7359092,cora,0.5384615384615384
16419,2.0014436,0.55123645,1.9755746,cora,0.5384615384615384
16420,3.5031552,3.2012987,1.7775422,cora,0.5384615384615384
16421,2.9247313,1.2947255,2.4547856,cora,0.5384615384615384
16422,2.838806,1.6729643,2.0438492,cora,0.5384615384615384
16423,2.5531774,0.64983046,2.1409132,cora,0.5384615384615384
16424,2.1785984,0.6513827,2.0748599,cora,0.5384615384615384
16425,3.7875023,3.0323658,1.702069,cora,0.5384615384615384
16426,3.314918,1.2768512,1.6809279,cora,0.5384615384615384
16427,3.5421443,3.0546618,1.7779901,cora,0.5384615384615384
16428,2.4722853,0.563039,2.1138458,cora,0.5384615384615384
16429,2.6984005,1.8057349,1.8102615,cora,0.5384615384615384
16430,2.2620485,0.78221303,2.3436935,cora,0.5384615384615384
16431,2.6326096,2.7116776,1.5159785,cora,0.5384615384615384
16432,2.9325566,2.0653546,1.6351953,cora,0.5384615384615384
16433,3.2149553,2.9991515,1.5786325,cora,0.5384615384615384
16434,2.3170266,0.6377114,1.6654017,cora,0.5384615384615384
16435,2.778425,1.5296005,1.9813166,cora,0.5384615384615384
16436,2.39385,0.545937,1.9995914,cora,0.5384615384615384
16437,2.0139296,0.50597686,1.8214409,cora,0.5384615384615384
16438,3.0474417,1.5664688,1.9244614,cora,0.5384615384615384
16439,2.6718495,2.193897,1.666658,cora,0.5384615384615384
16440,2.6948786,1.9072555,1.943451,cora,0.5384615384615384
16441,2.7148438,0.6332005,2.1643867,cora,0.5384615384615384
16442,2.1409616,0.7285381,2.228822,cora,0.5384615384615384
16443,2.640195,0.91401565,2.3831475,cora,0.5384615384615384
16444,3.0580885,1.5911034,1.8626239,cora,0.5384615384615384
16445,2.0618577,0.61089486,2.0468223,cora,0.5384615384615384
16446,3.258326,2.638233,1.495927,cora,0.5384615384615384
16447,2.8730664,1.9135066,1.6683755,cora,0.5384615384615384
16448,3.7338595,3.2218282,1.7990376,cora,0.5384615384615384
16449,3.2277336,3.046387,1.6804326,cora,0.5384615384615384
16450,2.9135592,0.80517304,1.90301,cora,0.5384615384615384
16451,2.2045646,0.72649646,2.2634456,cora,0.5384615384615384
16452,3.084831,1.049876,2.3307168,cora,0.5384615384615384
16453,2.8784752,2.0163405,1.6186725,cora,0.5384615384615384
16454,3.605631,2.960406,1.7698814,cora,0.5384615384615384
16455,2.6647377,1.8196238,1.9929265,cora,0.5384615384615384
16456,2.8555405,1.5227079,2.0407689,cora,0.5384615384615384
16457,2.78859,1.9121139,1.7583709,cora,0.5384615384615384
16458,2.884128,2.8266642,1.6305755,cora,0.5384615384615384
16459,2.691843,0.6404916,2.1862826,cora,0.5384615384615384
16460,2.90475,2.5752463,1.4771813,cora,0.5384615384615384
16461,2.9265325,1.4538713,2.249742,cora,0.5384615384615384
16462,1.9527471,0.6627179,1.9563699,cora,0.5384615384615384
16463,3.0581412,1.5282446,1.935662,cora,0.5384615384615384
16464,3.0085282,1.1947287,2.2457526,cora,0.5384615384615384
16465,3.5981178,2.1761272,4.2890644,cora,0.5384615384615384
16466,2.43796,2.4273038,1.8277609,cora,0.5384615384615384
16467,2.9349809,0.9985245,2.3598084,cora,0.5384615384615384
16468,2.587183,0.6417975,1.4638225,cora,0.5384615384615384
16469,3.940949,3.1375134,1.7269897,cora,0.5384615384615384
16470,3.0938134,3.2664843,2.4159603,cora,0.5384615384615384
16471,2.4085252,1.7851768,2.5759618,cora,0.5384615384615384
16472,2.4517782,0.60438025,1.9245809,cora,0.5384615384615384
16473,2.6934357,2.7828116,1.5094559,cora,0.5384615384615384
16474,3.1299257,1.1653911,2.2005558,cora,0.5384615384615384
16475,2.747973,2.072969,1.6638509,cora,0.5384615384615384
16476,3.23262,1.3774872,1.7765567,cora,0.5384615384615384
16477,2.6695018,0.7830347,2.3862042,cora,0.5384615384615384
16478,2.7986894,0.94568354,2.335224,cora,0.5384615384615384
16479,2.6701553,1.433958,2.5045176,cora,0.5384615384615384
16480,3.1734426,2.7250834,1.5002557,cora,0.5384615384615384
16481,3.0589476,1.5568836,1.9039556,cora,0.5384615384615384
16482,2.635565,1.610929,2.42714,cora,0.5384615384615384
16483,2.1223433,0.4324464,1.8928237,cora,0.5384615384615384
16484,2.2650583,0.5696035,2.0229163,cora,0.5384615384615384
16485,2.770057,0.8977966,2.3266907,cora,0.5384615384615384
16486,2.8814619,1.5502402,2.103069,cora,0.5384615384615384
16487,2.6561809,2.21253,1.7201331,cora,0.5384615384615384
16488,2.7297022,0.661338,2.21605,cora,0.5384615384615384
16489,3.0848079,1.1328361,2.2695498,cora,0.5384615384615384
16490,2.4609394,0.525177,1.5657613,cora,0.5384615384615384
16491,2.414297,2.0139692,2.212895,cora,0.5384615384615384
16492,2.254983,0.6248238,1.6263266,cora,0.5384615384615384
16493,2.5242507,1.8836763,1.7820472,cora,0.5384615384615384
16494,2.094905,0.54588515,1.8692297,cora,0.5384615384615384
16495,2.985651,1.9357312,1.6769094,cora,0.5384615384615384
16496,3.2414954,2.9643142,1.6649454,cora,0.5384615384615384
16497,3.000782,1.5823675,1.9756712,cora,0.5384615384615384
16498,2.9435737,1.105419,2.440431,cora,0.5384615384615384
16499,2.6396458,2.3163786,1.5865046,cora,0.5384615384615384
16500,3.8390944,3.0471976,1.6397599,cora,0.5384615384615384
16501,2.8733501,2.937156,1.763593,cora,0.5384615384615384
16502,3.0427396,1.856017,1.6493306,cora,0.5384615384615384
16503,2.472582,2.4333887,1.6830903,cora,0.5384615384615384
16504,2.5454743,2.2648792,1.7824538,cora,0.5384615384615384
16505,2.6354861,0.67915285,1.9602121,cora,0.5384615384615384
16506,3.0462105,0.8917723,2.0542011,cora,0.5384615384615384
16507,2.4838667,2.042295,1.9883398,cora,0.5384615384615384
16508,2.4702156,2.2552397,1.8124939,cora,0.5384615384615384
16509,2.4245489,1.8004893,2.6520767,cora,0.5384615384615384
16510,2.222301,0.6433418,1.9447731,cora,0.5384615384615384
16511,2.1707377,0.5508243,1.6954542,cora,0.5384615384615384
16512,2.9294515,2.7716107,1.6614699,cora,0.5384615384615384
16513,2.4374323,0.5148175,2.054345,cora,0.5384615384615384
16514,2.7602148,2.2668464,1.6571411,cora,0.5384615384615384
16515,2.8902464,1.3122118,2.4537063,cora,0.5384615384615384
16516,2.4857678,2.3203175,1.6567017,cora,0.5384615384615384
16517,2.5801141,0.5674389,1.9964362,cora,0.5384615384615384
16518,2.5150263,0.62659466,1.7031282,cora,0.5384615384615384
16519,2.8763022,1.4955835,3.223392,cora,0.5384615384615384
16520,3.023413,2.8861654,1.7129861,cora,0.5384615384615384
16521,2.7908669,1.7326477,1.9978904,cora,0.5384615384615384
16522,2.3014126,0.53357166,1.686183,cora,0.5384615384615384
16523,2.7075346,1.7637153,1.8696826,cora,0.5384615384615384
16524,3.0093193,1.4212184,2.182825,cora,0.5384615384615384
16525,2.9369466,1.7308468,1.7705921,cora,0.5384615384615384
16526,2.8351493,2.940077,2.1046,cora,0.5384615384615384
16527,2.5437732,0.61261415,2.1827347,cora,0.5384615384615384
16528,2.7878914,2.1084967,1.6493667,cora,0.5384615384615384
16529,2.4587631,0.71145356,1.9488618,cora,0.5384615384615384
16530,2.3379095,2.5056584,1.9968286,cora,0.5384615384615384
16531,2.0295079,0.60868883,2.0431173,cora,0.5384615384615384
16532,3.0175295,1.0452809,2.3766332,cora,0.5384615384615384
16533,2.4676223,2.0947456,1.6207206,cora,0.5384615384615384
16534,2.7371562,0.6397574,1.7224545,cora,0.5384615384615384
16535,3.2226295,1.7750764,1.6194994,cora,0.5384615384615384
16536,2.6745734,2.719461,1.517017,cora,0.5384615384615384
16537,3.11935,1.9359925,1.5961181,cora,0.5384615384615384
16538,3.6857092,3.186752,1.7057669,cora,0.5384615384615384
16539,2.5908976,0.6254964,1.8339318,cora,0.5384615384615384
16540,2.7648597,2.8654292,1.6119696,cora,0.5384615384615384
16541,2.4764998,2.1058054,1.6123519,cora,0.5384615384615384
16542,2.9204068,2.8099496,1.7147251,cora,0.5384615384615384
16543,2.8162746,0.613695,1.4680396,cora,0.5384615384615384
16544,2.2332203,0.47086003,1.9848726,cora,0.5384615384615384
16545,2.9055054,1.581895,2.151129,cora,0.5384615384615384
16546,2.1043124,0.63643116,1.7128867,cora,0.5384615384615384
16547,3.0603952,1.3355752,2.1297798,cora,0.5384615384615384
16548,2.1696174,0.5946181,1.7464256,cora,0.5384615384615384
16549,3.2502296,2.9491835,1.7283659,cora,0.5384615384615384
16550,2.5874884,1.5119966,2.5727875,cora,0.5384615384615384
16551,2.7631087,0.8238521,2.286544,cora,0.5384615384615384
16552,3.1688795,2.9117775,1.5716074,cora,0.5384615384615384
16553,2.104934,0.5678237,1.9268997,cora,0.5384615384615384
16554,2.139801,0.7051504,2.202627,cora,0.5384615384615384
16555,2.7103133,1.5005742,2.751466,cora,0.5384615384615384
16556,3.010147,1.4255037,2.1760814,cora,0.5384615384615384
16557,3.2760334,2.9395952,1.6789687,cora,0.5384615384615384
16558,2.9902303,1.510433,1.9954252,cora,0.5384615384615384
16559,2.970507,1.2108338,2.3162222,cora,0.5384615384615384
16560,3.8429384,3.1322067,1.9451603,cora,0.5384615384615384
16561,3.3930929,1.664265,1.5668876,cora,0.5384615384615384
16562,3.0543215,1.0844944,2.317693,cora,0.5384615384615384
16563,3.0157785,0.9140359,2.1084602,cora,0.5384615384615384
16564,3.2950594,2.6886647,1.5180193,cora,0.5384615384615384
16565,3.7616444,3.1780393,1.7324646,cora,0.5384615384615384
16566,3.27879,2.5472436,1.4979064,cora,0.5384615384615384
16567,2.7213984,2.3433528,1.7458642,cora,0.5384615384615384
16568,1.969487,0.530207,1.8477101,cora,0.5384615384615384
16569,2.4757411,2.4653702,1.780387,cora,0.5384615384615384
16570,2.2437837,0.7689314,2.3334455,cora,0.5384615384615384
16571,2.0251079,0.6076985,2.0216725,cora,0.5384615384615384
16572,2.4184515,2.0797608,1.6536683,cora,0.5384615384615384
16573,2.9715996,1.8645892,1.6698824,cora,0.5384615384615384
16574,2.3941803,0.548829,1.9909819,cora,0.5384615384615384
16575,3.514639,3.207654,1.75962,cora,0.5384615384615384
16576,2.3713498,0.61002725,1.6926739,cora,0.5384615384615384
16577,2.3566937,1.8946238,2.352437,cora,0.5384615384615384
16578,2.2708106,0.5875681,1.9966551,cora,0.5384615384615384
16579,2.3782625,2.1240335,2.1062658,cora,0.5384615384615384
16580,2.5044382,2.7671309,2.0709398,cora,0.5384615384615384
16581,2.8465333,1.0779877,2.4149866,cora,0.5384615384615384
16582,2.6313007,2.676008,1.8318031,cora,0.5384615384615384
16583,2.5072334,2.0375266,1.7012122,cora,0.5384615384615384
16584,2.6381567,0.63625616,2.2429335,cora,0.5384615384615384
16585,2.5885844,0.63764334,2.173475,cora,0.5384615384615384
16586,2.5020652,0.61580193,2.1499374,cora,0.5384615384615384
16587,3.936689,3.1308095,1.8128953,cora,0.5384615384615384
16588,2.036308,0.65349495,2.050624,cora,0.5384615384615384
16589,2.1090975,0.7169147,2.0684927,cora,0.5384615384615384
16590,3.0419858,1.3018124,2.2782867,cora,0.5384615384615384
16591,2.6937506,2.0983927,1.6216983,cora,0.5384615384615384
16592,3.1125789,1.0724645,2.0198455,cora,0.5384615384615384
16593,3.3261797,2.844529,1.5459323,cora,0.5384615384615384
16594,3.6460283,3.1841166,1.7023934,cora,0.5384615384615384
16595,2.8280973,0.81787694,2.3212986,cora,0.5384615384615384
16596,2.5188265,0.7595501,2.1091175,cora,0.5384615384615384
16597,2.6637208,2.3885682,1.6423593,cora,0.5384615384615384
16598,1.990173,0.63754004,2.0437934,cora,0.5384615384615384
16599,2.6337826,0.8502708,2.3257651,cora,0.5384615384615384
16600,3.0940454,3.1259646,2.753388,cora,0.5384615384615384
16601,2.7021725,0.6477672,1.8577601,cora,0.5384615384615384
16602,2.7602763,2.0237436,1.6314245,cora,0.5384615384615384
16603,3.215315,3.1242476,1.6597141,cora,0.5384615384615384
16604,2.1762896,2.7548542,1.8645107,cora,0.5384615384615384
16605,2.8497014,1.5352043,2.190202,cora,0.5384615384615384
16606,2.435972,2.1131358,1.6703391,cora,0.5384615384615384
16607,2.6442142,2.4570758,1.6905187,cora,0.5384615384615384
16608,2.625901,0.61988294,1.907181,cora,0.5384615384615384
16609,2.883861,2.5998254,1.4776062,cora,0.5384615384615384
16610,2.5781336,2.045956,1.9583642,cora,0.5384615384615384
16611,3.532459,3.203647,1.7531976,cora,0.5384615384615384
16612,3.196118,1.0734234,1.8256626,cora,0.5384615384615384
16613,3.1359239,1.0424876,1.9361501,cora,0.5384615384615384
16614,3.568689,2.8275054,1.5328573,cora,0.5384615384615384
16615,2.6442456,0.7861624,2.207625,cora,0.5384615384615384
16616,3.6089547,3.0443666,2.1556795,cora,0.5384615384615384
16617,2.1489596,0.7170121,2.078236,cora,0.5384615384615384
16618,2.4143217,0.49628392,2.0177088,cora,0.5384615384615384
16619,2.7059493,0.69983876,1.9836762,cora,0.5384615384615384
16620,2.6039383,0.7832451,2.38824,cora,0.5384615384615384
16621,2.8481753,1.1775136,2.4955122,cora,0.5384615384615384
16622,3.3065457,1.2484283,1.69902,cora,0.5384615384615384
16623,2.3254528,2.183143,2.042344,cora,0.5384615384615384
16624,2.201213,0.5774484,1.7565926,cora,0.5384615384615384
16625,2.8763893,2.5726788,1.4777318,cora,0.5384615384615384
16626,2.8424735,0.82116497,2.2503657,cora,0.5384615384615384
16627,3.0771554,2.9223437,1.6764201,cora,0.5384615384615384
16628,3.0539646,1.6194369,1.8399009,cora,0.5384615384615384
16629,3.020747,1.8016777,1.7369503,cora,0.5384615384615384
16630,3.4379315,3.0755732,1.7218118,cora,0.5384615384615384
16631,3.0714257,2.3259737,1.5050997,cora,0.5384615384615384
16632,2.9342034,1.1971692,2.414864,cora,0.5384615384615384
16633,2.3702765,0.51259446,1.6112562,cora,0.5384615384615384
16634,2.4782617,1.741975,2.4899082,cora,0.5384615384615384
16635,2.4632072,2.2707705,1.8907236,cora,0.5384615384615384
16636,2.7297149,0.7329069,2.0928335,cora,0.5384615384615384
16637,2.232392,0.63506323,1.9527534,cora,0.5384615384615384
16638,3.067423,1.2414055,2.271134,cora,0.5384615384615384
16639,2.655378,1.2562673,2.6095338,cora,0.5384615384615384
16640,2.422976,0.8429238,2.419401,cora,0.5384615384615384
16641,2.7123566,0.9450611,2.490751,cora,0.5384615384615384
16642,2.830674,1.590842,2.186835,cora,0.5384615384615384
16643,3.1408474,2.8736007,1.6867455,cora,0.5384615384615384
16644,2.0943215,0.5910031,2.019736,cora,0.5384615384615384
16645,2.8604352,0.8252143,2.283854,cora,0.5384615384615384
16646,3.2272239,1.7336321,1.6250019,cora,0.5384615384615384
16647,3.4540443,2.942418,1.558404,cora,0.5384615384615384
16648,3.2147186,1.2402657,1.8253382,cora,0.5384615384615384
16649,2.766588,1.5421588,1.9735222,cora,0.5384615384615384
16650,2.5142064,2.8596444,2.0442498,cora,0.5384615384615384
16651,2.4074929,1.9023314,2.2535346,cora,0.5384615384615384
16652,3.80963,3.1495628,1.9585563,cora,0.5384615384615384
16653,2.2211275,2.175562,2.0444136,cora,0.5384615384615384
16654,1.9889692,0.62988603,2.041216,cora,0.5384615384615384
16655,2.2331254,0.5023774,1.7278187,cora,0.5384615384615384
16656,3.0757866,1.0152591,2.2363517,cora,0.5384615384615384
16657,2.410096,0.6526115,1.8399584,cora,0.5384615384615384
16658,3.3060176,1.4059291,1.6755178,cora,0.5384615384615384
16659,3.2630277,2.6577146,1.4988674,cora,0.5384615384615384
16660,2.2275226,0.66586274,1.9179455,cora,0.5384615384615384
16661,3.9008582,3.1878843,1.843769,cora,0.5384615384615384
16662,2.713297,1.9221125,1.960036,cora,0.5384615384615384
16663,2.5916455,0.6144972,1.5494293,cora,0.5384615384615384
16664,2.402437,0.8340652,2.3979218,cora,0.5384615384615384
16665,2.6549778,1.5796741,2.4372938,cora,0.5384615384615384
16666,3.1147957,0.94305485,1.8978708,cora,0.5384615384615384
16667,2.9329848,1.0040197,2.164521,cora,0.5384615384615384
16668,3.0418792,1.5694538,1.9859277,cora,0.5384615384615384
16669,3.3086133,3.172426,1.6767665,cora,0.5384615384615384
16670,3.9543898,3.1577208,1.7927057,cora,0.5384615384615384
16671,2.2521389,0.5913469,1.6513886,cora,0.5384615384615384
16672,2.8876894,1.4875127,1.99017,cora,0.5384615384615384
16673,3.0460556,3.0435135,1.672087,cora,0.5384615384615384
16674,2.6840608,2.6578481,1.7711821,cora,0.5384615384615384
16675,2.9294949,0.96651375,2.1922252,cora,0.5384615384615384
16676,2.5580277,2.0985727,1.8569217,cora,0.5384615384615384
16677,2.887748,2.2889175,1.4923601,cora,0.5384615384615384
16678,2.0518773,0.7409525,1.978205,cora,0.5384615384615384
16679,3.2666888,2.5824146,1.4972204,cora,0.5384615384615384
16680,2.6846547,1.6225208,2.330622,cora,0.5384615384615384
16681,2.7241883,2.660665,1.5150642,cora,0.5384615384615384
16682,2.9042287,0.9146983,2.3278892,cora,0.5384615384615384
16683,3.2173722,1.3820108,1.7953215,cora,0.5384615384615384
16684,2.4181786,1.8527752,2.355166,cora,0.5384615384615384
16685,2.9493232,2.958249,1.6330515,cora,0.5384615384615384
16686,2.363338,0.6193378,1.5621029,cora,0.5384615384615384
16687,3.1831684,2.671847,1.5486852,cora,0.5384615384615384
16688,2.0419488,0.6101609,2.046814,cora,0.5384615384615384
16689,2.7454708,1.4354954,2.4806879,cora,0.5384615384615384
16690,2.8002362,0.9242161,2.4017534,cora,0.5384615384615384
16691,2.2878985,2.196965,2.011143,cora,0.5384615384615384
16692,2.6105218,2.4666424,1.513888,cora,0.5384615384615384
16693,3.569659,2.9391193,1.5426662,cora,0.5384615384615384
16694,2.5948224,1.7366103,1.8859733,cora,0.5384615384615384
16695,2.5656657,1.7762129,1.8326417,cora,0.5384615384615384
16696,3.1623127,1.1161933,1.9166183,cora,0.5384615384615384
16697,2.7679992,1.4787436,2.500083,cora,0.5384615384615384
16698,2.357334,0.7785024,2.3718638,cora,0.5384615384615384
16699,3.5007534,2.9452646,1.55639,cora,0.5384615384615384
16700,3.1433764,3.008691,1.5778211,cora,0.5384615384615384
16701,2.1622944,0.7014692,2.2117531,cora,0.5384615384615384
16702,3.1559868,3.2599375,2.1921,cora,0.5384615384615384
16703,2.8977737,1.3682029,2.4064076,cora,0.5384615384615384
16704,2.5179844,0.5999563,1.85429,cora,0.5384615384615384
16705,3.011914,2.5458126,1.5348164,cora,0.5384615384615384
16706,3.702816,3.24484,1.8099285,cora,0.5384615384615384
16707,2.5458276,1.8384377,1.777885,cora,0.5384615384615384
16708,2.709586,2.8911262,1.6100991,cora,0.5384615384615384
16709,3.0023644,2.7530377,1.5182477,cora,0.5384615384615384
16710,2.381653,2.4670665,1.9131107,cora,0.5384615384615384
16711,2.2884805,0.5490343,2.0214384,cora,0.5384615384615384
16712,2.8847387,0.7846117,2.139694,cora,0.5384615384615384
16713,3.1077297,1.1887913,2.198036,cora,0.5384615384615384
16714,4.1816397,2.3900354,3.9439433,cora,0.5384615384615384
16715,2.7152674,2.610651,1.5697075,cora,0.5384615384615384
16716,2.1185844,0.68180937,1.9598185,cora,0.5384615384615384
16717,3.0970008,0.8722328,1.6340574,cora,0.5384615384615384
16718,3.0000718,1.1488228,2.4172394,cora,0.5384615384615384
16719,3.171014,1.3606331,1.8899956,cora,0.5384615384615384
16720,3.2286093,1.2328857,1.840778,cora,0.5384615384615384
16721,2.914474,1.5826306,2.1482496,cora,0.5384615384615384
16722,3.6557598,2.9896095,1.6329104,cora,0.5384615384615384
16723,3.6544604,3.0219235,1.8308575,cora,0.5384615384615384
16724,3.1892126,1.3907423,1.8362198,cora,0.5384615384615384
16725,3.1599865,2.7458696,1.5307064,cora,0.5384615384615384
16726,1.9711101,0.5157822,1.8770324,cora,0.5384615384615384
16727,2.5926602,1.9088174,2.0073435,cora,0.5384615384615384
16728,2.9859953,1.8623986,1.6709994,cora,0.5384615384615384
16729,2.4945366,2.286465,1.6397285,cora,0.5384615384615384
16730,2.9566374,1.7149345,1.7762593,cora,0.5384615384615384
16731,2.6994798,0.9321708,2.4847422,cora,0.5384615384615384
16732,2.8180223,0.89576584,2.4290345,cora,0.5384615384615384
16733,3.1433809,1.0754155,2.2158937,cora,0.5384615384615384
16734,3.0791464,1.6269779,1.8051338,cora,0.5384615384615384
16735,2.392001,0.566615,1.5796217,cora,0.5384615384615384
16736,2.475856,1.805665,2.7815623,cora,0.5384615384615384
16737,2.9322085,0.910207,2.0490966,cora,0.5384615384615384
16738,2.4651954,2.0916443,1.6464632,cora,0.5384615384615384
16739,3.0464654,1.3353496,2.2326882,cora,0.5384615384615384
16740,3.5904202,2.8651953,1.5460612,cora,0.5384615384615384
16741,2.6293242,1.7964095,2.1985848,cora,0.5384615384615384
16742,2.285668,2.3078196,2.1827393,cora,0.5384615384615384
16743,3.929624,3.1759727,1.793709,cora,0.5384615384615384
16744,2.5495515,0.6394824,2.1221557,cora,0.5384615384615384
16745,3.207971,2.2539737,1.4865083,cora,0.5384615384615384
16746,2.1994913,0.68034804,2.202453,cora,0.5384615384615384
16747,2.633758,1.842322,2.1153834,cora,0.5384615384615384
16748,2.7885678,0.7479488,2.3255467,cora,0.5384615384615384
16749,2.1429603,0.66282827,2.1341438,cora,0.5384615384615384
16750,3.5985858,2.975495,1.5600451,cora,0.5384615384615384
16751,1.9835554,0.5446584,1.957855,cora,0.5384615384615384
16752,3.0958333,1.0529563,2.2903128,cora,0.5384615384615384
16753,3.1100879,0.99153554,1.9810923,cora,0.5384615384615384
16754,3.0005162,1.1426497,2.2917778,cora,0.5384615384615384
16755,2.6625078,1.65032,2.022515,cora,0.5384615384615384
16756,3.9131148,3.5080314,3.2680733,cora,0.5384615384615384
16757,2.7777236,2.8752828,1.5875784,cora,0.5384615384615384
16758,2.5179207,0.76999456,2.114466,cora,0.5384615384615384
16759,2.8119895,0.68604463,2.2242296,cora,0.5384615384615384
16760,2.8134115,0.71519923,2.1725523,cora,0.5384615384615384
16761,2.587324,0.6010423,1.4512368,cora,0.5384615384615384
16762,3.051971,1.3931379,2.1010087,cora,0.5384615384615384
16763,2.2623255,0.6180414,1.5955153,cora,0.5384615384615384
16764,3.6316233,3.0369327,1.7000483,cora,0.5384615384615384
16765,2.729601,2.512401,1.53233,cora,0.5384615384615384
16766,3.2253454,1.2558736,1.8446678,cora,0.5384615384615384
16767,2.8101788,0.90777606,2.4351492,cora,0.5384615384615384
16768,2.8229527,1.2077658,2.5440257,cora,0.5384615384615384
16769,2.7446706,1.3637985,2.5190396,cora,0.5384615384615384
16770,3.83542,3.1826417,2.239775,cora,0.5384615384615384
16771,2.7830815,3.0448425,1.7002953,cora,0.5384615384615384
16772,3.5165374,2.6815665,3.068115,cora,0.5384615384615384
16773,3.0163777,1.3462684,2.2194765,cora,0.5384615384615384
16774,2.883812,2.3107052,1.49742,cora,0.5384615384615384
16775,2.9805508,0.8457219,1.8877683,cora,0.5384615384615384
16776,2.8927941,0.67826116,1.5962331,cora,0.5384615384615384
16777,3.0176516,0.87611246,2.0778165,cora,0.5384615384615384
16778,2.627595,0.96033,2.468621,cora,0.5384615384615384
16779,2.2790525,0.49519226,1.8718969,cora,0.5384615384615384
16780,2.645094,2.7762167,1.5277004,cora,0.5384615384615384
16781,3.0762043,1.2103114,2.2912438,cora,0.5384615384615384
16782,2.1117322,0.66946244,2.127599,cora,0.5384615384615384
16783,2.4677172,2.1397834,1.8073837,cora,0.5384615384615384
16784,2.9390059,1.4926871,2.2020278,cora,0.5384615384615384
16785,2.899538,1.3764484,2.409148,cora,0.5384615384615384
16786,2.833024,1.473241,2.3571017,cora,0.5384615384615384
16787,2.7927217,1.9560161,1.7008452,cora,0.5384615384615384
16788,2.4106815,0.55287886,2.0375528,cora,0.5384615384615384
16789,1.9972116,0.61541885,2.036802,cora,0.5384615384615384
16790,2.6838589,1.7106218,1.9521892,cora,0.5384615384615384
16791,2.9997473,1.3777808,2.2109668,cora,0.5384615384615384
16792,2.9377353,1.4715759,2.0574985,cora,0.5384615384615384
16793,2.6743987,1.7542369,1.8770338,cora,0.5384615384615384
16794,2.5649664,2.44451,1.6626084,cora,0.5384615384615384
16795,2.5082376,1.8581818,1.7609526,cora,0.5384615384615384
16796,2.767634,2.0244768,1.7045188,cora,0.5384615384615384
16797,2.7056606,0.65265626,2.2355614,cora,0.5384615384615384
16798,2.7368598,1.6525173,2.2698057,cora,0.5384615384615384
16799,3.0765307,1.9623866,1.5958619,cora,0.5384615384615384
16800,2.8705583,1.3156862,2.4393694,cora,0.5384615384615384
16801,2.4675274,0.6844058,2.2446022,cora,0.5384615384615384
16802,2.2105882,0.7516185,2.2982202,cora,0.5384615384615384
16803,3.082305,1.254024,2.2441406,cora,0.5384615384615384
16804,2.514875,0.6509627,1.7433347,cora,0.5384615384615384
16805,2.7648525,1.7952433,1.8426399,cora,0.5384615384615384
16806,2.5481517,0.533319,1.5168064,cora,0.5384615384615384
16807,3.141994,1.0865399,2.019049,cora,0.5384615384615384
16808,2.623438,0.842424,2.3747442,cora,0.5384615384615384
16809,2.96143,1.6382788,1.9641497,cora,0.5384615384615384
16810,2.7844832,1.7252156,2.1190073,cora,0.5384615384615384
16811,2.9452322,1.3782617,2.3362207,cora,0.5384615384615384
16812,2.5041397,2.2596536,1.5956856,cora,0.5384615384615384
16813,2.7684152,0.7430603,2.1742778,cora,0.5384615384615384
